review,rating,sentimen,review_clean
"Quality ok, although prefer my previous lanyard wallet but this so far so good. The previous one is more pvc leather therefore wear and tear. This new one is more fabric type, hope it lasts a year like my previous one",5.0,positif,quality although prefer previous lanyard wallet far good previous one pvc leather therefore wear tear new one fabric type hope lasts year like previous one
It's good and fast delivery hopefully durable thanks,5.0,positif,good fast delivery hopefully durable thanks
Fit 10 month old baby. Soft and beautiful fabrics.,4.0,positif,fit month old baby soft beautiful fabrics
The product quality is excellent. The product quality is excellent. The original product.,5.0,positif,product quality excellent product quality excellent original product
Carriage good .. but a bit player vroa ... mic it touches,2.0,negatif,carriage good bit player vroa mic touches
"Right at the left different sizes, sorry love 2 stars ??",1.0,negatif,right left different sizes sorry love stars
Awesome awesome speed of delivery of goods awesome quality service,5.0,positif,awesome awesome speed delivery goods awesome quality service
"Steady ,, ,, mantul orders correspond at 12:12 shopee sale Success continues gevena indonesia??",4.0,positif,steady mantap orders correspond shopee sale success continues gevena indonesia
Do not let Customer teriak2 .....,1.0,negatif,not let customer teriak
"Thankyou roxefello, so this trusted tokonyaa hehe Deliberately buy share in jar krn who want to try duluu Fear kl ga fit directly purchase the full size",4.0,positif,thankyou roxefello trusted tokonyaa hehe deliberately buy share jar want try duluu fear kl tidak fit directly purchase full size
Very accommodating seller Very accommodating seller Excellent quality Well-packaged Item shipped immediately Will order again Will order again,5.0,positif,accommodating seller accommodating seller excellent quality well packaged item shipped immediately order order
Okeeeeeeeeeeeeeeehhhhhhhhhh Bgttttt Toooooooooooooooopppppp,5.0,positif,okeh banget top
"Old Uda not send send. turn came mala was purple all, without confirmation. can not read ya ?? I kan order pink and purple! Please be careful",2.0,negatif,old uda not send send turn came mala purple without confirmation not read kan order pink purple please careful
Good materials indeterminate color coordinated look first,2.0,negatif,good materials indeterminate color coordinated look first
Speed ??of delivery is good,1.0,negatif,speed delivery good
Several orders Was completely undamaged product quality. Fast delivery Shops and good transportation.,5.0,positif,several orders completely undamaged product quality fast delivery shops good transportation
Very accommodating seller Excellent quality Excellent quality Well-packaged Item shipped immediately Item shipped immediately,4.0,positif,accommodating seller excellent quality excellent quality well packaged item shipped immediately item shipped immediately
"the item was defective and incomplete.  missing hand guard handle .. chineck would first carefully before sent ..  what the heck..  those wanting to dinilever.  dipektib ba items, eagle eye.",1.0,negatif,item defective incomplete missing hand guard handle chineck would first carefully sent heck wanting dinilever dipektib ba items eagle eye
The product quality is excellent. The original product. The product price is very good. Delivery speed is very good. The response is very good seller.,5.0,positif,product quality excellent original product product price good delivery speed good response good seller
Given the wrong size.,1.0,negatif,given wrong size
Good product quality,4.0,positif,good product quality
Product quality temporary,2.0,negatif,product quality temporary
"Absolutely disappointed with the seller, ordered on 5-4-20 but only received on 27-4-20, that's 3 weeks. I understand if late but what makes it worse is the seller doesn't respond to inquiry on chat and after request for cancellation then only there is a response to my inquiry. ",1.0,negatif,absolutely disappointed seller ordered received weeks understand late makes worse seller respond inquiry chat request cancellation response inquiry
Also my good damage lng ako yung given ... my problem was with my zipper nya..wala holder,2.0,negatif,also good damage lng ako yung given problem zipper nya wala holder
Belom dicoba semoga enak...,5.0,positif,belom coba moga enak
"Store instructions have attached store receipts, I bought 6s plus a receipt is attached 6s, and ? invoices attached to this chapter did not cover shop. I did not write any of the information store is really to me as proof of purchase (because no box so the seller said there is proof of purchase let the seller peace of mind). Attach receipt photos.",1.0,negatif,store instructions attached store receipts bought plus receipt attached invoices attached chapter not cover shop not write information store really proof purchase no box seller said proof purchase let seller peace mind attach receipt photos
"Its package until selmat ..produknyaa baguusss reaallpict, next time definitely order lagii..pngiriman somewhat passable seh yes its a matter of jauuhhh..pokonya like dehh ,, trimakasiihhh",4.0,positif,package selmat produknyaa baguus reaallpict next time definitely order lagi pngiriman somewhat passable seh yes matter jauuh poko like dehh trimakasiih
Colors do not match the order,1.0,negatif,colors not match order
My son sukaaaaaaaaaaaaaak Lucuu his jacket Bgt friendly admin Happy shopping in stores this. Thanks sist.next time order again Makasiiiiiih,4.0,positif,son sukak lucuu jacket banget friendly admin happy shopping stores thanks sist next time order makasih
Recomended bgt .. Thx ya,4.0,positif,recomended banget thx
The product quality is not good,1.0,negatif,product quality not good
"There ga sih its star that outweigh this, ??? Dehh real ,,, hahaha ,,, love with the product dr nine hijab stuff ,,, all orders no minus an essentially seamless q. Subscriptions God willing. Jazakumullah khayran katsyron ukhty. Bgt recomended.",4.0,positif,tidak sih star outweigh dehh real hahaha love product nine hijab stuff orders no minus essentially seamless subscriptions god willing jazakumullah khayran katsyron ukhty banget recomended
barang sdh di trima dan sesuai pesanan enak,5.0,positif,barang trima sesuai pesan enak
The product quality is excellent. Delivery speed is not good. Less good seller response.,1.0,negatif,product quality excellent delivery speed not good less good seller response
Perfect for gifts! ??,5.0,positif,perfect gifts
"Produk bagus sesuai selera, harga bagus, kurir lancar sesuai jadwal, ini sdh pesanan yg keempat kali. Terimakasih. Sabina Food. ??",5.0,positif,produk bagus sesuai selera harga bagus kurir lancar sesuai jadwal pesan empat kali terimakasih sabina food
